Cidade,Uf,Estado,Regiao
Monte Santo,BA,Bahia,Nordeste
Morpará,BA,Bahia,Nordeste
Morro do Chapéu,BA,Bahia,Nordeste
Mortugaba,BA,Bahia,Nordeste
Mucugê,BA,Bahia,Nordeste
Mucuri,BA,Bahia,Nordeste
Mulungu do Morro,BA,Bahia,Nordeste
Mundo Novo,BA,Bahia,Nordeste
Muniz Ferreira,BA,Bahia,Nordeste
Muquém de São Francisco,BA,Bahia,Nordeste
Muritiba,BA,Bahia,Nordeste
Mutuípe,BA,Bahia,Nordeste
Nazaré,BA,Bahia,Nordeste
Nilo Peçanha,BA,Bahia,Nordeste
Nordestina,BA,Bahia,Nordeste
Nova Canaã,BA,Bahia,Nordeste
Nova Fátima,BA,Bahia,Nordeste
Nova Ibiá,BA,Bahia,Nordeste
Nova Itarana,BA,Bahia,Nordeste
Nova Redenção,BA,Bahia,Nordeste
Nova Soure,BA,Bahia,Nordeste
Nova Viçosa,BA,Bahia,Nordeste
Novo Horizonte,BA,Bahia,Nordeste
Novo Triunfo,BA,Bahia,Nordeste
Olindina,BA,Bahia,Nordeste
Oliveira dos Brejinhos,BA,Bahia,Nordeste
Ouriçangas,BA,Bahia,Nordeste
Ourolândia,BA,Bahia,Nordeste
Palmas de Monte Alto,BA,Bahia,Nordeste
Palmeiras,BA,Bahia,Nordeste
Paramirim,BA,Bahia,Nordeste
Paratinga,BA,Bahia,Nordeste
Paripiranga,BA,Bahia,Nordeste
Pau Brasil,BA,Bahia,Nordeste
Paulo Afonso,BA,Bahia,Nordeste
Pé de Serra,BA,Bahia,Nordeste
Pedrão,BA,Bahia,Nordeste
Pedro Alexandre,BA,Bahia,Nordeste
Piatã,BA,Bahia,Nordeste
Pilão Arcado,BA,Bahia,Nordeste
Pindaí,BA,Bahia,Nordeste
Pindobaçu,BA,Bahia,Nordeste
Pintadas,BA,Bahia,Nordeste
Piraí do Norte,BA,Bahia,Nordeste
Piripá,BA,Bahia,Nordeste
Piritiba,BA,Bahia,Nordeste
Planaltino,BA,Bahia,Nordeste
Planalto,BA,Bahia,Nordeste
Poções,BA,Bahia,Nordeste
Pojuca,BA,Bahia,Nordeste
Ponto Novo,BA,Bahia,Nordeste
Porto Seguro,BA,Bahia,Nordeste
Potiraguá,BA,Bahia,Nordeste
Prado,BA,Bahia,Nordeste
Presidente Dutra,BA,Bahia,Nordeste
Presidente Jânio Quadros,BA,Bahia,Nordeste
Presidente Tancredo Neves,BA,Bahia,Nordeste
Queimadas,BA,Bahia,Nordeste
Quijingue,BA,Bahia,Nordeste
Quixabeira,BA,Bahia,Nordeste
Rafael Jambeiro,BA,Bahia,Nordeste
Remanso,BA,Bahia,Nordeste
Retirolândia,BA,Bahia,Nordeste
Riachão das Neves,BA,Bahia,Nordeste
Riachão do Jacuípe,BA,Bahia,Nordeste
Riacho de Santana,BA,Bahia,Nordeste
Ribeira do Amparo,BA,Bahia,Nordeste
Ribeira do Pombal,BA,Bahia,Nordeste
Ribeirão do Largo,BA,Bahia,Nordeste
Rio de Contas,BA,Bahia,Nordeste
Rio do Antônio,BA,Bahia,Nordeste
Rio do Pires,BA,Bahia,Nordeste
Rio Real,BA,Bahia,Nordeste
Rodelas,BA,Bahia,Nordeste
Ruy Barbosa,BA,Bahia,Nordeste
Salinas da Margarida,BA,Bahia,Nordeste
Salvador,BA,Bahia,Nordeste
Santa Bárbara,BA,Bahia,Nordeste
Santa Brígida,BA,Bahia,Nordeste
Santa Cruz Cabrália,BA,Bahia,Nordeste
Santa Cruz da Vitória,BA,Bahia,Nordeste
Santa Inês,BA,Bahia,Nordeste
Santaluz,BA,Bahia,Nordeste
Santa Luzia,BA,Bahia,Nordeste
Santa Maria da Vitória,BA,Bahia,Nordeste
Santana,BA,Bahia,Nordeste
Santanópolis,BA,Bahia,Nordeste
Santa Rita de Cássia,BA,Bahia,Nordeste
Santa Teresinha,BA,Bahia,Nordeste
Santo Amaro,BA,Bahia,Nordeste
Santo Antônio de Jesus,BA,Bahia,Nordeste
Santo Estêvão,BA,Bahia,Nordeste
São Desidério,BA,Bahia,Nordeste
São Domingos,BA,Bahia,Nordeste
São Félix,BA,Bahia,Nordeste
São Félix do Coribe,BA,Bahia,Nordeste
São Felipe,BA,Bahia,Nordeste
São Francisco do Conde,BA,Bahia,Nordeste
São Gabriel,BA,Bahia,Nordeste
São Gonçalo dos Campos,BA,Bahia,Nordeste
São José da Vitória,BA,Bahia,Nordeste
São José do Jacuípe,BA,Bahia,Nordeste
São Miguel das Matas,BA,Bahia,Nordeste
São Sebastião do Passé,BA,Bahia,Nordeste
Sapeaçu,BA,Bahia,Nordeste
Sátiro Dias,BA,Bahia,Nordeste
Saubara,BA,Bahia,Nordeste
Saúde,BA,Bahia,Nordeste
Seabra,BA,Bahia,Nordeste
Sebastião Laranjeiras,BA,Bahia,Nordeste
Senhor do Bonfim,BA,Bahia,Nordeste
Serra do Ramalho,BA,Bahia,Nordeste
Sento Sé,BA,Bahia,Nordeste
Serra Dourada,BA,Bahia,Nordeste
Serra Preta,BA,Bahia,Nordeste
Serrinha,BA,Bahia,Nordeste
Serrolândia,BA,Bahia,Nordeste
Simões Filho,BA,Bahia,Nordeste
Sítio do Mato,BA,Bahia,Nordeste
Sítio do Quinto,BA,Bahia,Nordeste
Sobradinho,BA,Bahia,Nordeste
Souto Soares,BA,Bahia,Nordeste
Tabocas do Brejo Velho,BA,Bahia,Nordeste
Tanhaçu,BA,Bahia,Nordeste
Tanque Novo,BA,Bahia,Nordeste
Tanquinho,BA,Bahia,Nordeste
Taperoá,BA,Bahia,Nordeste
Tapiramutá,BA,Bahia,Nordeste
Teixeira de Freitas,BA,Bahia,Nordeste
Teodoro Sampaio,BA,Bahia,Nordeste
Teofilândia,BA,Bahia,Nordeste
Teolândia,BA,Bahia,Nordeste
Terra Nova,BA,Bahia,Nordeste
Tremedal,BA,Bahia,Nordeste
Tucano,BA,Bahia,Nordeste
Uauá,BA,Bahia,Nordeste
Ubaíra,BA,Bahia,Nordeste
Ubaitaba,BA,Bahia,Nordeste
Ubatã,BA,Bahia,Nordeste
Uibaí,BA,Bahia,Nordeste
Umburanas,BA,Bahia,Nordeste
Una,BA,Bahia,Nordeste
Urandi,BA,Bahia,Nordeste
Uruçuca,BA,Bahia,Nordeste
Utinga,BA,Bahia,Nordeste
Valença,BA,Bahia,Nordeste
Valente,BA,Bahia,Nordeste
Várzea da Roça,BA,Bahia,Nordeste
Várzea do Poço,BA,Bahia,Nordeste
Várzea Nova,BA,Bahia,Nordeste
Varzedo,BA,Bahia,Nordeste
Vera Cruz,BA,Bahia,Nordeste
Vereda,BA,Bahia,Nordeste
Vitória da Conquista,BA,Bahia,Nordeste
Wagner,BA,Bahia,Nordeste
Wanderley,BA,Bahia,Nordeste
Wenceslau Guimarães,BA,Bahia,Nordeste
Xique-Xique,BA,Bahia,Nordeste
Abadia dos Dourados,MG,Minas Gerais,Sudeste
Abaeté,MG,Minas Gerais,Sudeste
Abre Campo,MG,Minas Gerais,Sudeste
Acaiaca,MG,Minas Gerais,Sudeste
Açucena,MG,Minas Gerais,Sudeste
Água Boa,MG,Minas Gerais,Sudeste
Água Comprida,MG,Minas Gerais,Sudeste
Aguanil,MG,Minas Gerais,Sudeste
Águas Formosas,MG,Minas Gerais,Sudeste
Águas Vermelhas,MG,Minas Gerais,Sudeste
Aimorés,MG,Minas Gerais,Sudeste
Aiuruoca,MG,Minas Gerais,Sudeste
Alagoa,MG,Minas Gerais,Sudeste
Albertina,MG,Minas Gerais,Sudeste
Além Paraíba,MG,Minas Gerais,Sudeste
Alfenas,MG,Minas Gerais,Sudeste
Alfredo Vasconcelos,MG,Minas Gerais,Sudeste
Almenara,MG,Minas Gerais,Sudeste
Alpercata,MG,Minas Gerais,Sudeste
Alpinópolis,MG,Minas Gerais,Sudeste
Alterosa,MG,Minas Gerais,Sudeste
Alto Caparaó,MG,Minas Gerais,Sudeste
Alto Rio Doce,MG,Minas Gerais,Sudeste
Alvarenga,MG,Minas Gerais,Sudeste
Alvinópolis,MG,Minas Gerais,Sudeste
Alvorada de Minas,MG,Minas Gerais,Sudeste
Amparo do Serra,MG,Minas Gerais,Sudeste
Andradas,MG,Minas Gerais,Sudeste
Cachoeira de Pajeú,MG,Minas Gerais,Sudeste
Andrelândia,MG,Minas Gerais,Sudeste
Angelândia,MG,Minas Gerais,Sudeste
Antônio Carlos,MG,Minas Gerais,Sudeste
Antônio Dias,MG,Minas Gerais,Sudeste
Antônio Prado de Minas,MG,Minas Gerais,Sudeste
Araçaí,MG,Minas Gerais,Sudeste
Aracitaba,MG,Minas Gerais,Sudeste
Araçuaí,MG,Minas Gerais,Sudeste
Araguari,MG,Minas Gerais,Sudeste
Arantina,MG,Minas Gerais,Sudeste
Araponga,MG,Minas Gerais,Sudeste
Araporã,MG,Minas Gerais,Sudeste
Arapuá,MG,Minas Gerais,Sudeste
Araújos,MG,Minas Gerais,Sudeste
Araxá,MG,Minas Gerais,Sudeste
Arceburgo,MG,Minas Gerais,Sudeste
Arcos,MG,Minas Gerais,Sudeste
Areado,MG,Minas Gerais,Sudeste
Argirita,MG,Minas Gerais,Sudeste
Aricanduva,MG,Minas Gerais,Sudeste
Arinos,MG,Minas Gerais,Sudeste
Astolfo Dutra,MG,Minas Gerais,Sudeste
Ataléia,MG,Minas Gerais,Sudeste
Augusto de Lima,MG,Minas Gerais,Sudeste
Baependi,MG,Minas Gerais,Sudeste
Baldim,MG,Minas Gerais,Sudeste
Bambuí,MG,Minas Gerais,Sudeste
Bandeira,MG,Minas Gerais,Sudeste
Bandeira do Sul,MG,Minas Gerais,Sudeste
Barão de Cocais,MG,Minas Gerais,Sudeste
Barão de Monte Alto,MG,Minas Gerais,Sudeste
Barbacena,MG,Minas Gerais,Sudeste
Barra Longa,MG,Minas Gerais,Sudeste
Barroso,MG,Minas Gerais,Sudeste
Bela Vista de Minas,MG,Minas Gerais,Sudeste
Belmiro Braga,MG,Minas Gerais,Sudeste
Belo Horizonte,MG,Minas Gerais,Sudeste
Belo Oriente,MG,Minas Gerais,Sudeste
Belo Vale,MG,Minas Gerais,Sudeste
Berilo,MG,Minas Gerais,Sudeste
Bertópolis,MG,Minas Gerais,Sudeste
Berizal,MG,Minas Gerais,Sudeste
Betim,MG,Minas Gerais,Sudeste
Bias Fortes,MG,Minas Gerais,Sudeste
Bicas,MG,Minas Gerais,Sudeste
Biquinhas,MG,Minas Gerais,Sudeste
Boa Esperança,MG,Minas Gerais,Sudeste
Bocaina de Minas,MG,Minas Gerais,Sudeste
Bocaiúva,MG,Minas Gerais,Sudeste
Bom Despacho,MG,Minas Gerais,Sudeste
Bom Jardim de Minas,MG,Minas Gerais,Sudeste
Bom Jesus da Penha,MG,Minas Gerais,Sudeste
Bom Jesus do Amparo,MG,Minas Gerais,Sudeste
Bom Jesus do Galho,MG,Minas Gerais,Sudeste
Bom Repouso,MG,Minas Gerais,Sudeste
Bom Sucesso,MG,Minas Gerais,Sudeste
Bonfim,MG,Minas Gerais,Sudeste
Bonfinópolis de Minas,MG,Minas Gerais,Sudeste
Bonito de Minas,MG,Minas Gerais,Sudeste
Borda da Mata,MG,Minas Gerais,Sudeste
Botelhos,MG,Minas Gerais,Sudeste
Botumirim,MG,Minas Gerais,Sudeste
Brasilândia de Minas,MG,Minas Gerais,Sudeste
Brasília de Minas,MG,Minas Gerais,Sudeste
Brás Pires,MG,Minas Gerais,Sudeste
Braúnas,MG,Minas Gerais,Sudeste
Brazópolis,MG,Minas Gerais,Sudeste
Brumadinho,MG,Minas Gerais,Sudeste
Bueno Brandão,MG,Minas Gerais,Sudeste
Buenópolis,MG,Minas Gerais,Sudeste
Bugre,MG,Minas Gerais,Sudeste
Buritis,MG,Minas Gerais,Sudeste
Buritizeiro,MG,Minas Gerais,Sudeste
Cabeceira Grande,MG,Minas Gerais,Sudeste
Cabo Verde,MG,Minas Gerais,Sudeste
Cachoeira da Prata,MG,Minas Gerais,Sudeste
Cachoeira de Minas,MG,Minas Gerais,Sudeste
Cachoeira Dourada,MG,Minas Gerais,Sudeste
Caetanópolis,MG,Minas Gerais,Sudeste
Caeté,MG,Minas Gerais,Sudeste
Caiana,MG,Minas Gerais,Sudeste
Cajuri,MG,Minas Gerais,Sudeste
Caldas,MG,Minas Gerais,Sudeste
Camacho,MG,Minas Gerais,Sudeste
Camanducaia,MG,Minas Gerais,Sudeste
Cambuí,MG,Minas Gerais,Sudeste
Cambuquira,MG,Minas Gerais,Sudeste
Campanário,MG,Minas Gerais,Sudeste
Campanha,MG,Minas Gerais,Sudeste
Campestre,MG,Minas Gerais,Sudeste
Campina Verde,MG,Minas Gerais,Sudeste
Campo Azul,MG,Minas Gerais,Sudeste
Campo Belo,MG,Minas Gerais,Sudeste
Campo do Meio,MG,Minas Gerais,Sudeste
Campo Florido,MG,Minas Gerais,Sudeste
Campos Altos,MG,Minas Gerais,Sudeste
Campos Gerais,MG,Minas Gerais,Sudeste
Canaã,MG,Minas Gerais,Sudeste
Canápolis,MG,Minas Gerais,Sudeste
Cana Verde,MG,Minas Gerais,Sudeste
Candeias,MG,Minas Gerais,Sudeste
Cantagalo,MG,Minas Gerais,Sudeste
Caparaó,MG,Minas Gerais,Sudeste
Capela Nova,MG,Minas Gerais,Sudeste
Capelinha,MG,Minas Gerais,Sudeste
Capetinga,MG,Minas Gerais,Sudeste
Capim Branco,MG,Minas Gerais,Sudeste
Capinópolis,MG,Minas Gerais,Sudeste
Capitão Andrade,MG,Minas Gerais,Sudeste
Capitão Enéas,MG,Minas Gerais,Sudeste
Capitólio,MG,Minas Gerais,Sudeste
Caputira,MG,Minas Gerais,Sudeste
Caraí,MG,Minas Gerais,Sudeste
Caranaíba,MG,Minas Gerais,Sudeste
Carandaí,MG,Minas Gerais,Sudeste
Carangola,MG,Minas Gerais,Sudeste
Caratinga,MG,Minas Gerais,Sudeste
Carbonita,MG,Minas Gerais,Sudeste
Careaçu,MG,Minas Gerais,Sudeste
Carlos Chagas,MG,Minas Gerais,Sudeste
Carmésia,MG,Minas Gerais,Sudeste
Carmo da Cachoeira,MG,Minas Gerais,Sudeste
Carmo da Mata,MG,Minas Gerais,Sudeste
Carmo de Minas,MG,Minas Gerais,Sudeste
Carmo do Cajuru,MG,Minas Gerais,Sudeste
Carmo do Paranaíba,MG,Minas Gerais,Sudeste
Carmo do Rio Claro,MG,Minas Gerais,Sudeste
Carmópolis de Minas,MG,Minas Gerais,Sudeste
Carneirinho,MG,Minas Gerais,Sudeste
Carrancas,MG,Minas Gerais,Sudeste
Carvalhópolis,MG,Minas Gerais,Sudeste
Carvalhos,MG,Minas Gerais,Sudeste
Casa Grande,MG,Minas Gerais,Sudeste
Cascalho Rico,MG,Minas Gerais,Sudeste
Cássia,MG,Minas Gerais,Sudeste
Conceição da Barra de Minas,MG,Minas Gerais,Sudeste
Cataguases,MG,Minas Gerais,Sudeste
Catas Altas,MG,Minas Gerais,Sudeste
Catas Altas da Noruega,MG,Minas Gerais,Sudeste
Catuji,MG,Minas Gerais,Sudeste
Catuti,MG,Minas Gerais,Sudeste
Caxambu,MG,Minas Gerais,Sudeste
Cedro do Abaeté,MG,Minas Gerais,Sudeste
Central de Minas,MG,Minas Gerais,Sudeste
Centralina,MG,Minas Gerais,Sudeste
Chácara,MG,Minas Gerais,Sudeste
Chalé,MG,Minas Gerais,Sudeste
Chapada do Norte,MG,Minas Gerais,Sudeste
Chapada Gaúcha,MG,Minas Gerais,Sudeste
Chiador,MG,Minas Gerais,Sudeste
Cipotânea,MG,Minas Gerais,Sudeste
Claraval,MG,Minas Gerais,Sudeste
Claro dos Poções,MG,Minas Gerais,Sudeste
Cláudio,MG,Minas Gerais,Sudeste
Coimbra,MG,Minas Gerais,Sudeste
Coluna,MG,Minas Gerais,Sudeste
Comendador Gomes,MG,Minas Gerais,Sudeste
Comercinho,MG,Minas Gerais,Sudeste
Conceição da Aparecida,MG,Minas Gerais,Sudeste
Conceição das Pedras,MG,Minas Gerais,Sudeste
Conceição das Alagoas,MG,Minas Gerais,Sudeste
Conceição de Ipanema,MG,Minas Gerais,Sudeste
Conceição do Mato Dentro,MG,Minas Gerais,Sudeste
Conceição do Pará,MG,Minas Gerais,Sudeste
Conceição do Rio Verde,MG,Minas Gerais,Sudeste
Conceição dos Ouros,MG,Minas Gerais,Sudeste
Cônego Marinho,MG,Minas Gerais,Sudeste
Confins,MG,Minas Gerais,Sudeste
Congonhal,MG,Minas Gerais,Sudeste
Congonhas,MG,Minas Gerais,Sudeste
Congonhas do Norte,MG,Minas Gerais,Sudeste
Conquista,MG,Minas Gerais,Sudeste
Conselheiro Lafaiete,MG,Minas Gerais,Sudeste
Conselheiro Pena,MG,Minas Gerais,Sudeste
Consolação,MG,Minas Gerais,Sudeste
Contagem,MG,Minas Gerais,Sudeste
Coqueiral,MG,Minas Gerais,Sudeste
Coração de Jesus,MG,Minas Gerais,Sudeste
Cordisburgo,MG,Minas Gerais,Sudeste
Cordislândia,MG,Minas Gerais,Sudeste
Corinto,MG,Minas Gerais,Sudeste
Coroaci,MG,Minas Gerais,Sudeste
Coromandel,MG,Minas Gerais,Sudeste
Coronel Fabriciano,MG,Minas Gerais,Sudeste
Coronel Murta,MG,Minas Gerais,Sudeste
Coronel Pacheco,MG,Minas Gerais,Sudeste
Coronel Xavier Chaves,MG,Minas Gerais,Sudeste
Córrego Danta,MG,Minas Gerais,Sudeste
Córrego do Bom Jesus,MG,Minas Gerais,Sudeste
Córrego Fundo,MG,Minas Gerais,Sudeste
Córrego Novo,MG,Minas Gerais,Sudeste
Couto de Magalhães de Minas,MG,Minas Gerais,Sudeste
Crisólita,MG,Minas Gerais,Sudeste
Cristais,MG,Minas Gerais,Sudeste
Cristália,MG,Minas Gerais,Sudeste
Cristiano Otoni,MG,Minas Gerais,Sudeste
Cristina,MG,Minas Gerais,Sudeste
Crucilândia,MG,Minas Gerais,Sudeste
Cruzeiro da Fortaleza,MG,Minas Gerais,Sudeste
Cruzília,MG,Minas Gerais,Sudeste
Cuparaque,MG,Minas Gerais,Sudeste
Curral de Dentro,MG,Minas Gerais,Sudeste
Curvelo,MG,Minas Gerais,Sudeste
Datas,MG,Minas Gerais,Sudeste
Delfim Moreira,MG,Minas Gerais,Sudeste
Delfinópolis,MG,Minas Gerais,Sudeste
Delta,MG,Minas Gerais,Sudeste
Descoberto,MG,Minas Gerais,Sudeste
Desterro de Entre Rios,MG,Minas Gerais,Sudeste
Desterro do Melo,MG,Minas Gerais,Sudeste
Diamantina,MG,Minas Gerais,Sudeste
Diogo de Vasconcelos,MG,Minas Gerais,Sudeste
Dionísio,MG,Minas Gerais,Sudeste
Divinésia,MG,Minas Gerais,Sudeste
Divino,MG,Minas Gerais,Sudeste
Divino das Laranjeiras,MG,Minas Gerais,Sudeste
Divinolândia de Minas,MG,Minas Gerais,Sudeste
Divinópolis,MG,Minas Gerais,Sudeste
Divisa Alegre,MG,Minas Gerais,Sudeste
Divisa Nova,MG,Minas Gerais,Sudeste
Divisópolis,MG,Minas Gerais,Sudeste
Dom Bosco,MG,Minas Gerais,Sudeste
Dom Cavati,MG,Minas Gerais,Sudeste
Dom Joaquim,MG,Minas Gerais,Sudeste
Dom Silvério,MG,Minas Gerais,Sudeste
Dom Viçoso,MG,Minas Gerais,Sudeste
Dona Eusébia,MG,Minas Gerais,Sudeste
Dores de Campos,MG,Minas Gerais,Sudeste
Dores de Guanhães,MG,Minas Gerais,Sudeste
Dores do Indaiá,MG,Minas Gerais,Sudeste
Dores do Turvo,MG,Minas Gerais,Sudeste
Doresópolis,MG,Minas Gerais,Sudeste
Douradoquara,MG,Minas Gerais,Sudeste
Durandé,MG,Minas Gerais,Sudeste
Elói Mendes,MG,Minas Gerais,Sudeste
Engenheiro Caldas,MG,Minas Gerais,Sudeste
Engenheiro Navarro,MG,Minas Gerais,Sudeste
Entre Folhas,MG,Minas Gerais,Sudeste
Entre Rios de Minas,MG,Minas Gerais,Sudeste
Ervália,MG,Minas Gerais,Sudeste
Esmeraldas,MG,Minas Gerais,Sudeste
Espera Feliz,MG,Minas Gerais,Sudeste
Espinosa,MG,Minas Gerais,Sudeste
Espírito Santo do Dourado,MG,Minas Gerais,Sudeste
Estiva,MG,Minas Gerais,Sudeste
Estrela Dalva,MG,Minas Gerais,Sudeste
Estrela do Indaiá,MG,Minas Gerais,Sudeste
Estrela do Sul,MG,Minas Gerais,Sudeste
Eugenópolis,MG,Minas Gerais,Sudeste
Ewbank da Câmara,MG,Minas Gerais,Sudeste
Extrema,MG,Minas Gerais,Sudeste
Fama,MG,Minas Gerais,Sudeste
Faria Lemos,MG,Minas Gerais,Sudeste
Felício dos Santos,MG,Minas Gerais,Sudeste
São Gonçalo do Rio Preto,MG,Minas Gerais,Sudeste
Felisburgo,MG,Minas Gerais,Sudeste
Felixlândia,MG,Minas Gerais,Sudeste
Fernandes Tourinho,MG,Minas Gerais,Sudeste
Ferros,MG,Minas Gerais,Sudeste
Fervedouro,MG,Minas Gerais,Sudeste
Florestal,MG,Minas Gerais,Sudeste
Formiga,MG,Minas Gerais,Sudeste
Formoso,MG,Minas Gerais,Sudeste
Fortaleza de Minas,MG,Minas Gerais,Sudeste
Fortuna de Minas,MG,Minas Gerais,Sudeste
Francisco Badaró,MG,Minas Gerais,Sudeste
Francisco Dumont,MG,Minas Gerais,Sudeste
Francisco Sá,MG,Minas Gerais,Sudeste
Franciscópolis,MG,Minas Gerais,Sudeste
Frei Gaspar,MG,Minas Gerais,Sudeste
Frei Inocêncio,MG,Minas Gerais,Sudeste
Frei Lagonegro,MG,Minas Gerais,Sudeste
Fronteira,MG,Minas Gerais,Sudeste
Fronteira dos Vales,MG,Minas Gerais,Sudeste
Fruta de Leite,MG,Minas Gerais,Sudeste
Frutal,MG,Minas Gerais,Sudeste
Funilândia,MG,Minas Gerais,Sudeste
Galiléia,MG,Minas Gerais,Sudeste
Gameleiras,MG,Minas Gerais,Sudeste
Glaucilândia,MG,Minas Gerais,Sudeste
Goiabeira,MG,Minas Gerais,Sudeste
Goianá,MG,Minas Gerais,Sudeste
Gonçalves,MG,Minas Gerais,Sudeste
Gonzaga,MG,Minas Gerais,Sudeste
Gouveia,MG,Minas Gerais,Sudeste
Governador Valadares,MG,Minas Gerais,Sudeste
Grão Mogol,MG,Minas Gerais,Sudeste
Grupiara,MG,Minas Gerais,Sudeste
Guanhães,MG,Minas Gerais,Sudeste
Guapé,MG,Minas Gerais,Sudeste
Guaraciaba,MG,Minas Gerais,Sudeste
Guaraciama,MG,Minas Gerais,Sudeste
Guaranésia,MG,Minas Gerais,Sudeste
Guarani,MG,Minas Gerais,Sudeste
Guarará,MG,Minas Gerais,Sudeste
Guarda-Mor,MG,Minas Gerais,Sudeste
Guaxupé,MG,Minas Gerais,Sudeste
Guidoval,MG,Minas Gerais,Sudeste
Guimarânia,MG,Minas Gerais,Sudeste
Guiricema,MG,Minas Gerais,Sudeste
Gurinhatã,MG,Minas Gerais,Sudeste
Heliodora,MG,Minas Gerais,Sudeste
Iapu,MG,Minas Gerais,Sudeste
Ibertioga,MG,Minas Gerais,Sudeste
Ibiá,MG,Minas Gerais,Sudeste
Ibiaí,MG,Minas Gerais,Sudeste
Ibiracatu,MG,Minas Gerais,Sudeste
Ibiraci,MG,Minas Gerais,Sudeste
Ibirité,MG,Minas Gerais,Sudeste
Ibitiúra de Minas,MG,Minas Gerais,Sudeste
Ibituruna,MG,Minas Gerais,Sudeste
Icaraí de Minas,MG,Minas Gerais,Sudeste
Igarapé,MG,Minas Gerais,Sudeste
Igaratinga,MG,Minas Gerais,Sudeste
Iguatama,MG,Minas Gerais,Sudeste
Ijaci,MG,Minas Gerais,Sudeste
Ilicínea,MG,Minas Gerais,Sudeste
Imbé de Minas,MG,Minas Gerais,Sudeste
Inconfidentes,MG,Minas Gerais,Sudeste
Indaiabira,MG,Minas Gerais,Sudeste
Indianópolis,MG,Minas Gerais,Sudeste
Ingaí,MG,Minas Gerais,Sudeste
Inhapim,MG,Minas Gerais,Sudeste
Inhaúma,MG,Minas Gerais,Sudeste
Inimutaba,MG,Minas Gerais,Sudeste
Ipaba,MG,Minas Gerais,Sudeste
Ipanema,MG,Minas Gerais,Sudeste
Ipatinga,MG,Minas Gerais,Sudeste
Ipiaçu,MG,Minas Gerais,Sudeste
Ipuiúna,MG,Minas Gerais,Sudeste
Iraí de Minas,MG,Minas Gerais,Sudeste
Itabira,MG,Minas Gerais,Sudeste
Itabirinha,MG,Minas Gerais,Sudeste
Itabirito,MG,Minas Gerais,Sudeste
Itacambira,MG,Minas Gerais,Sudeste
Itacarambi,MG,Minas Gerais,Sudeste
Itaguara,MG,Minas Gerais,Sudeste
Itaipé,MG,Minas Gerais,Sudeste
Itajubá,MG,Minas Gerais,Sudeste
Itamarandiba,MG,Minas Gerais,Sudeste
Itamarati de Minas,MG,Minas Gerais,Sudeste
Itambacuri,MG,Minas Gerais,Sudeste
Itambé do Mato Dentro,MG,Minas Gerais,Sudeste
Itamogi,MG,Minas Gerais,Sudeste
Itamonte,MG,Minas Gerais,Sudeste
Itanhandu,MG,Minas Gerais,Sudeste
Itanhomi,MG,Minas Gerais,Sudeste
Itaobim,MG,Minas Gerais,Sudeste
Itapagipe,MG,Minas Gerais,Sudeste
Itapecerica,MG,Minas Gerais,Sudeste
Itapeva,MG,Minas Gerais,Sudeste
Itatiaiuçu,MG,Minas Gerais,Sudeste
Itaú de Minas,MG,Minas Gerais,Sudeste
Itaúna,MG,Minas Gerais,Sudeste
Itaverava,MG,Minas Gerais,Sudeste
Itinga,MG,Minas Gerais,Sudeste
Itueta,MG,Minas Gerais,Sudeste
Ituiutaba,MG,Minas Gerais,Sudeste
Itumirim,MG,Minas Gerais,Sudeste
Iturama,MG,Minas Gerais,Sudeste
Itutinga,MG,Minas Gerais,Sudeste
Jaboticatubas,MG,Minas Gerais,Sudeste
Jacinto,MG,Minas Gerais,Sudeste
Jacuí,MG,Minas Gerais,Sudeste
Jacutinga,MG,Minas Gerais,Sudeste
Jaguaraçu,MG,Minas Gerais,Sudeste
Jaíba,MG,Minas Gerais,Sudeste
Jampruca,MG,Minas Gerais,Sudeste
Janaúba,MG,Minas Gerais,Sudeste
Januária,MG,Minas Gerais,Sudeste
Japaraíba,MG,Minas Gerais,Sudeste
Japonvar,MG,Minas Gerais,Sudeste
Jeceaba,MG,Minas Gerais,Sudeste
Jenipapo de Minas,MG,Minas Gerais,Sudeste
Jequeri,MG,Minas Gerais,Sudeste
Jequitaí,MG,Minas Gerais,Sudeste
Jequitibá,MG,Minas Gerais,Sudeste
Jequitinhonha,MG,Minas Gerais,Sudeste
Jesuânia,MG,Minas Gerais,Sudeste
Joaíma,MG,Minas Gerais,Sudeste
Joanésia,MG,Minas Gerais,Sudeste
João Monlevade,MG,Minas Gerais,Sudeste
João Pinheiro,MG,Minas Gerais,Sudeste
Joaquim Felício,MG,Minas Gerais,Sudeste
Jordânia,MG,Minas Gerais,Sudeste
José Gonçalves de Minas,MG,Minas Gerais,Sudeste
José Raydan,MG,Minas Gerais,Sudeste
Josenópolis,MG,Minas Gerais,Sudeste
Nova União,MG,Minas Gerais,Sudeste
Juatuba,MG,Minas Gerais,Sudeste
Juiz de Fora,MG,Minas Gerais,Sudeste
Juramento,MG,Minas Gerais,Sudeste
Juruaia,MG,Minas Gerais,Sudeste
Juvenília,MG,Minas Gerais,Sudeste
Ladainha,MG,Minas Gerais,Sudeste
Lagamar,MG,Minas Gerais,Sudeste
Lagoa da Prata,MG,Minas Gerais,Sudeste
Lagoa dos Patos,MG,Minas Gerais,Sudeste
Lagoa Dourada,MG,Minas Gerais,Sudeste
Lagoa Formosa,MG,Minas Gerais,Sudeste
